0,1,2,3,4,5,6,7,8,9
MRPL43,CHI3L2,TMEM18,OLA1,AP001189.4,CPSF3L,ECHS1,C9orf69,RAMP1,UBE2D4
ALKBH4,CCDC69,GRPEL1,BCL2A1,RP11-428G5.5,IRAK4,RNF7,PRNP,RP11-960L18.1,OCIAD1
AC004257.3,LINC00662,KIF5B,ATP6V1C1,DRAXIN,LINC01013,IL24,CRELD2,C16orf74,ARL4A
PPIL2,SEC31A,GUCD1,TMEM177,AF213884.2,CGRRF1,HEXIM2,UBE2E1,VIPR1,DICER1
SLC35A1,ALOX12,TMEM140,CXCL10,CTTN,DDX1,SAMM50,TTN-AS1,BANP,NFAT5
SLC35A2,ZNF45,ANTXR2,GTPBP6,CTD-2015H6.3,DHX34,NFAT5,CCP110,MVD,STX4
AC092295.7,CDKN2A,CIAPIN1,CLEC2B,KIAA0125,MYOM2,USP8,SIAH2,ZNF276,RABL2B
EOGT,ITGA2B,CRTC1,SLC39A14,AP4B1-AS1,TTN-AS1,PRKACA,PGRMC1,SPIRE2,HLA-DMB
AATF,GMPR2,BRWD1,PDZD11,KCNE1,BAG4,PLA2G12A,AP4S1,TIMM22,XCL2
FAXDC2,RAD51B,DUSP10,SRM,RP11-314N13.3,SMARCD1,RP11-706O15.1,FBXO7,PITPNA-AS1,CLIP1
GFER,PLRG1,DOHH,SIGLEC14,CTC-428G20.6,PQBP1,SPIN1,MAP3K8,PRPF8,DIMT1
PCMT1,DOHH,ADAM10,F11R,SEPT4,MFF,SLC27A1,TAF12,CYP27A1,KLRB1
TMED5,ATAD1,TRIM14,RP3-325F22.5,ARHGAP24,RHEBL1,SAFB2,FBXO21,THUMPD3,YIPF3
RNF26,TNFRSF9,ARF6,FBXW4,GPR84,RHBDD3,EARS2,ZNF75A,IDH1,YTHDF2
ZBP1,PCGF1,CTNNBL1,TSC22D1,PRRG4,AP4S1,PLCB2,PURA,ZNF594,JARID2
SAMD14,RAB1B,TMEM138,DLST,SPHK1,CLNS1A,DDT,C18orf21,TXNDC17,UBXN1
GATA2,RIT1,DSCR3,RBM4,TRPM4,RASD1,ZNF615,CCDC94,BMPR2,C1orf86
AURKC,UNC45A,UBE2K,POLR2E,RP11-701P16.5,WIBG,PBRM1,TREX1,ELP5,LINC00662
ACADM,PAWR,C2orf88,PDHB,SYCE1,CEPT1,C15orf57,YIPF5,NOP58,FKBP5
HIST1H1B,ZSWIM6,ZMAT5,INIP,HCFC2,CRLS1,NNT-AS1,ZNF628,TYW5,CCNG1
MRPS23,ACADVL,CCDC22,NOC4L,BIRC5,SERAC1,ISOC2,MALT1,PLCL1,HDLBP
BABAM1,FMO4,KIFC3,RP11-5C23.1,S100P,MAP3K7CL,TDG,MED30,ADPRM,BRWD1
RNF168,HMG20A,ORMDL2,CLYBL,TNFRSF13C,MFSD10,TBXA2R,ARL4A,NABP1,SPON2
KIAA0101,R3HDM1,OTUB1,PRKACB,TNFAIP2,ABI2,SAMD4B,MT-ATP6,ZC3H15,IFT20
FAM120A,PNRC1,UNC45A,ACAT2,C19orf33,DLEU7,AC074138.3,RP11-554J4.1,DNAJC10,DDX17
TRIM14,P2RY10,ESAM,MYL9,ACRBP,AF213884.2,POMT1,C16orf74,PLEKHA3,OARD1
CLIP1,BCL2A1,PRDM2,UBLCP1,RP11-5C23.1,PALLD,FOPNL,RNF25,GRAP,PHF12
MRPS18A,PRELID2,HVCN1,PSMC4,REPS2,RAB38,TNFRSF25,STAMBP,ING5,CORO1B
RPPH1,PALLD,RABL2A,USP5,ITGB3,PRELID2,DDB2,CXXC1,MYO1E,CTA-29F11.1
METTL3,ARG2,PEX16,MRPL42,TMTC2,EHMT2,PWP1,NR3C1,CPNE2,TBPL1
IFI44,LYRM2,PDE6B,PPIF,PAWR,C2orf88,ZNF175,CLEC2B,SETD5,GPR171
SLC48A1,HAGH,NPHP3,DHX15,NT5M,FKBP5,HMBOX1,THYN1,CTNNB1,NFIC
RNF7,REEP3,RAB9A,TGOLN2,MRVI1-AS1,RPUSD4,PNPLA8,HCFC2,GLB1,USP8
DPH6,CDC123,ZUFSP,ZNF561,DISP1,MINA,GTPBP6,COL6A2,SLC4A7,PGM2
TAF12,ACBD3,EGFL7,AC010642.1,SLC22A18AS,CD2AP,NARS,HMG20A,ARL2BP,R3HDM1
TTN-AS1,MARCH5,DISP1,ISY1,ERCC6L2,DHX15,RRAGC,ARPC5L,SLC6A6,SPRTN
TRPV2,B4GALT4,CCDC94,STX18,MTERFD1,ZNF799,TAOK2,RP11-139H15.1,ATG7,TMEM141
UBXN4,ELP6,DPH6,NFE2L2,MINA,TINF2,UNC45A,SLC50A1,B4GALT4,CD1C
AL590452.1,TLE4,SMIM7,RBCK1,ACBD3,RP11-145M9.4,MRPL43,PITPNM1,TRAPPC3,PPP1R2
LAMP2,WDYHV1,PRPS2,PTPN7,C9orf3,AGA,CCT4,UQCC1,CDC40,IL1B
IDO1,MGMT,DDI2,TMEM14B,SRPR,STX18,MPC2,RNF213,MRPL43,SCFD1
FRMPD3,MLLT11,ARL2,LMF2,PRKD2,EDC3,LAMTOR1,ABT1,NUDT1,MNAT1
RP11-102N12.3,SNX9,MRPS12,NUP54,INTS12,OSBPL1A,GNPAT,FAM98A,SNX10,C7orf26
REPS2,GZMM,MRPS18A,ZMAT5,SIRT6,NT5C3A,FEM1A,RP5-821D11.7,CCND2,CEP68
TREML1,NAPA-AS1,ABT1,ATAD1,STAMBP,SENP2,RBM26-AS1,ANAPC4,RAB7A,RORA
PPT2-EGFL8,PEX19,TRIP12,FAM32A,SF3B5,POLR2I,FAAH,PAICS,TRUB2,LINC01003
PALLD,RGL2,NAA20,EMB,FN3KRP,BET1,NBR1,PLEKHA3,ISOC2,USP36
SMPDL3A,NELFB,FLJ27365,NAA20,RWDD4,SRPR,METTL21A,ZNF397,PCNA,GPR183
RSPH9,TMEM55A,SH3BP1,HDAC2,MTERFD2,FXN,CASC3,FBXW4,TPD52L2,APH1B
ARHGAP6,ALKBH7,ALOX12,MALT1,MIS18A,NEK8,ZNF528,CNIH4,NDUFS1,SPSB2
RP11-390B4.5,MKKS,MGA,KARS,ZNF682,HPRT1,ZNF397,SNX29P2,TLE4,CRTAP
UBE2C,RCHY1,TRIM69,GLRX3,NARG2,LYSMD4,TCEA2,REEP3,NT5C,MARCH2
INTS2,DHRS4,IDUA,SMARCC2,ESAM,NFE2L2,CDC16,U2SURP,IGLL5,SLC35A2
CTD-2368P22.1,ZNF799,PSMA1,MAPK1IP1L,CCDC115,SDCCAG8,YEATS2,BLVRA,TRIP11,ISOC1
ITGB3,PGM1,SRSF3,ALG5,NR2C1,RP5-894A10.2,ZFAND4,PCYT1A,U2SURP,SLC39A1
FCAR,IRAK4,TCEAL4,FHL1,LYRM4,REXO2,TRPM4,DLST,CSNK1A1,ALKBH4
MYO1E,DNAJB14,DIAPH1,CTNNAL1,ZNF195,TMEM87B,CCP110,C2orf76,PASK,NT5C3A
KIF3C,RP5-821D11.7,CLPX,CTNNBL1,DTYMK,ADSL,EPN1,SPEN,MID1IP1,PPBP
SEPT4,RP11-87C12.2,RP11-138A9.2,URB2,PACS1,MRPL42,ZRANB3,CDV3,SLA,TARSL2
CTD-2302E22.4,PPP6C,FBXW4,MPHOSPH10,C19orf52,LYRM4,GPS1,TYW5,SMDT1,RAB2A
SPHK1,TMED4,TUBB1,CRTC2,FRY-AS1,TRPV2,TREML2,GPS1,TMEM60,BET1
CLDN5,F13A1,LINC00662,NAT9,ADNP,ARMC7,IDH3G,IRAK4,FBXO7,KPNA1
BIRC5,ZNF330,LILRA4,CDK19,RP11-398C13.6,SRP9,RIT1,HENMT1,MRPS33,PRR5
ELANE,CTB-113I20.2,TNFRSF9,STAMBP,GDF11,C16orf13,TNK1,C21orf33,LSM14A,ABHD12
AP001189.4,ASB8,C19orf52,APH1B,BET1,ADNP,FANCI,KIAA1430,FNBP4,ABI3
SLC22A18AS,MAPK1IP1L,SYTL2,PRR5L,DOHH,USP7,MPHOSPH10,API5,GID8,C5orf56
CTTN,STK11IP,PBRM1,PDXDC1,ABCB1,POLR2K,RABIF,PDK2,PSMG2,DPY30
LGALSL,MLEC,MED9,MCM3,NUPL2,PEMT,UBA5,TRIM69,FCGRT,TPD52L2
PROK2,CCDC91,GTPBP6,FNTA,TMEM199,ZNF836,MAP3K7,NAA25,SNX17,ZCCHC9
ARHGAP19,CXCL10,FMO4,ARAP1,NEMF,DHRS4,RIOK1,WARS2,PPP2CA,ISG20L2
TTC8,BLZF1,LRIG2,COPS4,DLST,SLC16A5,MRPS18A,SLC35A2,SELPLG,DDAH2
LINC00494,NR2C2AP,GNPTAB,PPIL4,PHF5A,RAD23A,MTERFD2,FNTA,MRPS12,SIN3A
RP11-211G3.2,RGS1,PGRMC1,TRUB2,ANAPC16,TRAPPC12-AS1,LUC7L,FHL1,CTA-29F11.1,SERPINB1
ZNF594,FAAH,RAB38,HDDC3,PGRMC1,SLBP,ZNF263,GRPEL1,PHPT1,BTK
RP4-781K5.2,PXMP4,ARG2,PI4KB,VTI1A,C15orf61,IFFO1,EMG1,SH2D1A,FAM63B
DLEU7,SPRY1,SH3KBP1,XPOT,ATF7IP2,RP11-5C23.1,NOL7,ZNF333,MDP1,TREX1
CCL2,TAF10,TLE4,DOHH,DNAJC15,DENND5B,TMEM205,PGRMC2,DNAJC2,BTN3A2
TMEM40,WDR55,PHACTR4,ZNF615,LDOC1L,PEX19,JKAMP,C16orf58,ZNF106,RDH14
BACE2,STMN1,ATP5O,SRP72,MAF1,ZBTB10,UQCRC1,FUS,PRPF31,ARPP19
RP11-324I22.4,DPY30,N4BP2L1,MAP3K7CL,ACADM,POLDIP2,DNAJC2,CRTC2,FAM32A,HERPUD2
GPR84,RP3-325F22.5,ISY1,PMF1,EXOSC8,ESAM,ILF3,PAX5,PSMA1,IL32
TNFRSF13C,ABHD17B,KIAA0040,PHF12,NUDT5,MIS18A,ZNF593,URGCP,MAEA,MICU1
KCNE1,USP8,ATXN7L3B,SARDH,SLC4A7,CEP68,CYP27A1,SNAP47,TMEM141,NME3
CYP27A1,TBPL1,C7orf26,PILRB,GNG11,HSPB11,DEXI,S100A8,GIT2,ANKRD54
DRAXIN,NFAT5,CD1C,CCT7,ALOX12,SLC48A1,TOMM40,WDR37,ARPC4,MPP1
AL928768.3,LINC01003,AC010642.1,ZFAND4,CYTH2,NELFB,ZNF121,ARHGDIA,CPSF3L,MTIF3
RP11-428G5.5,TMTC2,GOLGA1,UBE2D4,MLX,IQCH-AS1,LIX1L,TMBIM4-1,GSTP1,RRAGC
RP11-145M9.4,NME3,DCAF8,CEP164,DDT,MPST,THOC7,DDI2,TTC14,VPS13C
RP11-960L18.1,SDAD1,MADD,ACOT13,IP6K1,LPGAT1,PIGL,ARMCX5,ETHE1,DNAJC10
SERPINF1,AGO4,HMG20A,RAB1B,TMEM177,RP11-532F6.3,ARRDC4,STK38,MKKS,RIOK1
TMEM18,RBBP6,FZD3,PRPF31,ARMCX5,MMD,DNAJC7,SIGLEC14,MOCS2,GMPPA
BMPR2,BACH1,GARS,ELOF1,DNAJC10,CHPF2,DDI2,ALKBH4,ITPA,MOCS2
SUMO3,OTUB1,DYNLL2,GMPPA,RP4-800J21.3,ARRDC3,ISCA2,METTL3,JTB,PRKACB
KPNA1,ZNF747,RP11-66N24.3,RALBP1,ZNF232,KCTD10,SENP2,EDC3,RDH14,MFSD1
ARHGEF7,UBAP2,AKAP8,STX4,REXO2,GYS1,NEK8,ARIH2OS,YWHAE,CEP164
POLR2K,TRIP11,STOML2,C1orf86,ELOF1,PXMP4,MTIF3,TRIM8,FLOT1,QSOX1
STOML2,NEK8,SDAD1,PXMP4,CCDC94,SLC35A2,FUS,C1QA,QRICH1,SIK1
DDX1,TMEM189,EOGT,STRA13,PLD6,SAT2,CIDEB,FCGR1B,SNAPIN,CD160
PXMP4,ZNF92,LIX1L,ATXN10,ANKAR,ZNF628,CBX5,PTGDR,NFATC1,PRAF2
CRTC1,CPSF3L,EDC3,EDC3,CBX5,ARL2,UIMC1,RP11-400F19.6,TYMP,SAMD3
ARRDC4,SNW1,SEPT5,GMPR2,WDR37,PIK3R1,UBE2E1,UBE3A,HAGH,C16orf74
KLHL24,PLEKHA3,RP3-325F22.5,BOLA1,ZNF404,TRIP11,IGFBP4,FEM1B,IP6K1,HBP1
ZNF75A,DAGLB,PLEKHJ1,SDHB,RFC2,SRSF5,PGM2,MZT1,PRKACA,DNTTIP1
HIST1H2BD,SLC16A5,GFI1B,FAM120C,ATXN7L3B,PCNA,USP38,ADPRM,DNAJC15,PLBD1
SPATA6,F11R,PIGX,TREML1,MPP6,PRMT2,AGPAT1,SH3GLB1,UBB,EXOC4
ATG16L1,CUL4B,MRM1,API5,RP1-111C20.4,CEP164,FBXO33,TNFRSF1B,THYN1,ZYX
RTFDC1,CRLS1,CTA-29F11.1,NR2C2AP,RAB38,IL6,CCDC94,ANAPC13,IFIT1,IP6K1
CISD1,SIK1,CARHSP1,THAP2,PALLD,IQCE,HNRNPH3,TMX3,LAT2,DCAF8
SLC16A5,CKS1B,USP36,FBXO21,NOC4L,RMND5A,IL17RA,SLC40A1,SDHB,GRSF1
CBX5,C14orf166,ARSG,CCDC22,CAPZB,FBXO7,CASP4,HIST1H2BD,AHSA1,PTPRCAP
C9orf37,TNFRSF4,RP11-5C23.1,HBP1,RAB7A,TMEM104,FAM98A,SELL,LGALS1,TMEM40
OTUB1,FAM127A,TRAPPC12-AS1,ABHD12,RP11-488C13.5,HERPUD2,NDUFA10,CLPX,FKBP5,DNAJC27
MPP6,RASGRP2,FKBP5,DHX9,CEP85L,FAM120C,NT5C3A,ACRBP,STMN1,TNRC18
FBXL14,CR1,CASC3,ENTPD3-AS1,SEPHS2,RP5-827C21.4,MT-ATP6,JAZF1,RAB11B,RGS18
URB2,NAT9,SAFB2,MFSD1,DMTN,RP11-138A9.2,FADS1,EIF1AY,SCPEP1,PIGX
RP11-792A8.4,AC147651.3,HDAC5,MLLT10,RP13-270P17.3,MYCBP2,HIST1H2BJ,KCTD10,GRPEL1,TMEM234
CLPX,GLYCTK,CEP85L,C4orf3,SLC6A6,OLA1,AC147651.3,IFFO1,EMB,AC147651.3
PSMC6,KIAA0196,ATXN10,PACSIN2,DIS3,CEP120,ENKUR,MED9,EBNA1BP2,ZNF718
SETX,MOB2,DIS3,TBCK,ATXN3,RBM39,AP001189.4,RNF14,LYPLA1,HDAC9
OSBPL7,TNFSF12,RNF14,PRPF8,TMEM189,DENND6A,PROK2,TMEM14B,LINC00936,PUM1
IFIT1,CELF1,RABL2B,ATG7,IER3,UBXN4,MACROD2,CCDC115,LAMTOR5,PDIA5
RIOK2,RP11-367G6.3,SNRNP27,MANBA,TMEM251,CARHSP1,RP1-111C20.4,RAB8B,PPA2,CISH
PCGF1,BBS2,SCP2,TPM4,C16orf58,CTD-2015H6.3,ARHGAP6,TASP1,YTHDF2,CTC-428G20.6
CIAPIN1,ICOSLG,SAAL1,HNRNPM,ZNF559,ATAD3C,ZNF653,ST20,EIF2B1,NCF2
HDGF,MRPL41,C16orf54,RP11-792A8.4,RNF26,PROK2,CR1,INIP,MTERFD2,SLC6A6
PPP1R8,RIOK1,INIP,UCK1,ANKRD27,RP11-211G3.2,REPS2,DHX9,GRN,TCTA
PDIA5,GFER,CISD1,SPTSSB,DOK2,CTB-113I20.2,IL6,SPG20,PHF5A,SNHG12
PNPLA8,CES4A,RP11-111M22.3,TIMM22,FZD3,HIST1H1B,RP11-164H13.1,FBXO4,IRF9,PHACTR1
CGRRF1,RP11-162G10.5,TMED5,BAG5,POLR3E,C3orf18,FOLR3,PIGL,IGSF6,TRAPPC12-AS1
C7orf26,AAGAB,FXN,TGFBRAP1,TMEM140,RP11-367G6.3,KCNE1,CLIP1,RNF139,RP11-102N12.3
AP003419.16,TSC22D1,NEK8,MED7,C15orf57,FRMPD3,RP11-314N13.3,SLC25A14,C1orf86,NPHP3
ACVR2A,GYS1,DENND5B,GNPAT,SENCR,ZNF718,ANKRD9,NPRL2,KLRG1,ZBTB41
SH3BGRL2,DICER1,ANKHD1,SLC12A4,PITPNA-AS1,SERPINE2,CTTN,SCAPER,TIMMDC1,URB2
NNT-AS1,PWP1,JKAMP,WDR55,ZNF330,SPRY1,TUBG2,PRMT2,TMEM205,USP19
JAKMIP1,CORO1B,UBAP2,SRSF6,KIAA1429,SYTL4,PLCL1,MNAT1,C14orf1,ACPP
TMEM138,PSMC6,TMEM165,TPD52L2,UBE2D2,DRAXIN,PTGDR2,APOBEC3G,AIF1,DRAXIN
RMND5A,TMEM242,FBXO7,F13A1,ZMAT5,TNFRSF9,CDC42BPB,CASC3,CCDC115,RP4-781K5.2
R3HDM2,PPT1,GBP4,DMAP1,PRKCB,PPT2-EGFL8,FAM212A,CTD-2267D19.2,CKS1B,TNFRSF9
RP11-141B14.1,TMX2,PHF12,GOSR2,ETHE1,CTB-152G17.6,URB2,YWHAG,SNX14,ERV3-1
DHX34,FNBP4,EAF2,PSMD14,VAMP5,ARHGAP6,VIPR1,VPS13C,TCP1,DUSP10
DIAPH1,OSTC,RP11-349A22.5,PSMB8,RP3-325F22.5,CHI3L2,HOOK2,NOL7,KIF5B,G0S2
OBSCN,IQCE,NUDT5,ORMDL2,SYVN1,AP4B1-AS1,TAL1,LSM14A,NSA2,ZMAT3
ZSWIM6,RNF187,LUC7L,TMX3,NELFB,CD160,CTD-2006K23.1,GRAP,DNAJB14,SPTSSB
PRUNE,LARS,CSRP1,GLTP,VPS26B,MPP6,RETN,LRRK2,CAP1,CTNNB1
PDCD2L,TMEM87B,PTPRN2,RARS,SETD1B,ZNF436,C6orf25,CNEP1R1,PHACTR1,DISP1
C8orf44,CD48,ZNF256,SREBF1,NABP1,ZBTB41,KIAA0101,HEMK1,RPL22L1,PROK2
C16orf58,RABEP2,RP11-532F6.3,NELFB,FADS1,SOX13,TEX2,TBPL1,MS4A6A,OBSCN
PHF14,FKBP3,SPRTN,IL1RAP,TYW5,RP4-781K5.2,LRRIQ3,ELOF1,OAS3,LPGAT1
TM7SF3,FBXO4,ZNF528,YIPF5,URGCP,DNAJC27,CEP128,ZFAND4,SNHG8,CTB-113I20.2
RALY,KDM3B,HAGH,COMMD4,AC092295.7,SH3BGRL2,PLA2G7,SNRNP35,SARS,AC005082.12
CLSTN3,NDUFB8-1,PEMT,RPN2,BMPR2,KLC4,SMPDL3A,MAP2K7,VPS26B,IL1RAP
TMEM251,ADD1,ZCCHC9,C12orf45,PHPT1,RP11-141B14.1,RSPH9,SRPR,FAM127A,ZNF436
FLJ00104,C19orf52,PRKCB,ING5,HDAC2,TAL1,PBLD,ZNF468,FKBP3,C1QC
MORF4L2,CDV3,ING5,REEP3,ST7L,SPTSSB,MLTK,CWC15,RELB,DOK3
ARF6,GOT2,DNAJC10,PRKCD,RFC1,RP11-390B4.5,ARG2,PLEKHA1,CCDC69,RP11-367G6.3
SDHB,ADIPOR2,UBXN4,GABARAPL2,UBIAD1,SEPT4,INTS2,UCK1,NDUFA2,CDA
MRPL19,SIAH2,TCTA,WDYHV1,SETD5,RP11-430B1.2,NECAB3,ATG7,RELT,SOX13
ZNF212,NIT2,TAPBP,TADA2A,JAGN1,ZNF121,TSPAN33,CTC-378H22.1,SF3B1,RP11-211G3.2
LINC00957,FADS1,ZFYVE28,BBS2,QRICH1,C16orf52,AL928768.3,ACP1,BTN3A2,C5orf15
ATP9A,C18orf21,NIT2,RFXANK,TPM1,RP11-324I22.4,OSBPL1A,SEC31A,GIMAP2,SLC4A7
C1orf186,HSPB11,CHMP4A,TNNI2,RAMP1,IGFBP4,ACBD3,AC005082.12,PHF3,CR1
SYP,HERPUD2,HIST1H2AC,STOML2,IQCH-AS1,RP11-219B17.1,SEPT4,MPP6,RIC3,CCDC66
RP11-252A24.3,NKAP,ELOVL4,GOLGA1,FBXO4,ZNF653,ELANE,SPTSSB,NAP1L4,KLHL24
ARHGAP11A,RBM25,SNX20,KIF3A,SREBF1,TEX2,RP11-950C14.3,ZNF718,ALKBH7,URGCP
RP11-493L12.4,CMTM7,DHX9,FADS1,SLC12A4,TBXA2R,RP5-894A10.2,CDA,FAM107B,KLHL6
WDR55,RARS,PNPLA8,RRAGC,API5,ARHGAP11A,RP11-162G10.5,SLC4A7,SETX,BLZF1
WARS2,RPPH1,HBP1,ZNF121,DENND1C,AC092295.7,RP11-324I22.4,KIF3C,TGOLN2,ASXL2
PELI1,NUDCD1,ZNF747,C14orf166,SLC48A1,AC074138.3,SPHK1,AIM2,POLR3K,ARRDC3
PRR5,SLBP,POLR2I,LRCH4,PLCB2,C19orf33,SAMD14,C1QC,C5orf56,CD2AP
YWHAE,CDC40,FAM173A,MOCS2,LAMP3,CAPN12,CD93,ATAD3C,HDLBP,AF213884.2
GRPEL1,ST20,SMC2,TMBIM6,TRIM14,YES1,AIM2,LGALSL,SH3GLB1,LRIG2
GMPR2,ZNF615,ELOF1,PFDN2,ZFX,CD274,PPT2-EGFL8,DNAJC27,SERPINB1,SNCA
RP11-111M22.3,ZC3H15,FLJ00104,DENND5A,ZMAT3,TGFB1I1,ITGB3,URB2,NUMB,ARHGAP24
SPG7,DDB2,PAFAH1B1,AHSA1,TKTL1,GRAP,RP4-800J21.3,TREML1,PPT1,PYGO2
ACOT13,CCDC115,MFF,ACADVL,CDC42BPB,ZNF594,BACE2,AF213884.2,BRWD1,RP11-18H21.1
P2RY10,RNF213,CPNE2,CECR5,MVB12A,PBLD,S100P,PRUNE,MARCKSL1,PPT2-EGFL8
RNF125,KLHL6,SPIN1,LAMTOR1,RNF181,NT5M,WBP2NL,OBSCN,EIF1AY,PALLD
SLC25A11,TMEM140,ZNF628,HDLBP,PICALM,UBE2C,LYPD2,ABCB1,ALDH2,KLC4
WDR44,MMADHC,SMYD4,TBC1D15,GLTP,LINC00494,ZNF718,CYP27A1,TMED4,RP11-701P16.5
CDKN2A,FEM1A,MYL9,UQCC1,SPRTN,PAX5,SPIB,SERPINE2,MT-ND5,SDAD1
HELQ,TMEM104,TMEM60,ADAP2,ZNF350,ALOX12,TTC28,FAM212A,DRAM2,GTPBP2
LRIG2,GMPPA,TGFBRAP1,SNAPIN,JTB,SERPINF1,RP11-211G3.2,RP4-781K5.2,IFITM3,CXCL2
RP11-430B1.2,ERI3,IRAK4,RNF25,NR3C1,RP11-314N13.3,SPRY1,PDE6B,MAPK1IP1L,RSPH9
ARPC5L,ABRACL,AP4S1,TCTA,CLEC1B,RP4-800J21.3,SLC22A18AS,DRAXIN,S100A8,GOLGB1
REEP3,GLTP,CWC27,CASC7,CIAPIN1,CD72,KLHL6,RAMP1,NAPRT1,AP4B1-AS1
ISG20L2,ATP6V1C1,RRAGC,SMYD4,BNIP2,CCL2,RP11-102N12.3,ZNF436,UBE3A,TREML2
ELOF1,QRICH1,SARDH,HPRT1,CCDC174,SPIRE2,DPY19L4,SMPDL3A,RFC1,TREML1
ZMAT3,SEPHS2,LINC00342,RAB21,NAPA-AS1,RP11-960L18.1,LGALSL,IL6,CCL3,TMEM87B
MED28,BAZ2A,MINA,IRAK4,SNRNP27,ELANE,RP11-18H21.1,CTC-428G20.6,SPPL2A,MLLT11
CDC42EP3,ACRBP,ZNF682,RFC1,PRPF8,TUBG2,RP11-701P16.5,CTD-2015H6.3,ARPC5L,SPRY1
PUS7,GGA3,AC093323.3,NUDT1,TCEAL8,PGM2L1,RP11-960L18.1,FAAH,SPSB2,RABL2A
DISP1,CSRP1,FBXO25,BACH1,TCEA2,AL928768.3,C16orf74,RP11-18H21.1,EPN1,PRUNE
HSPB11,SPOCD1,UQCC1,UBXN1,PIGL,NCR1,C5AR2,TMEM87B,LGALS3,CRTC2
RP11-349A22.5,MYCBP2,ZNF175,UBIAD1,SNAP47,COL6A2,CTD-2015H6.3,TAL1,CNPY3,HLA-DOB
NKAP,C2orf76,ARPP19,COLGALT1,GLRX3,GPR84,PHACTR1,PALLD,SWAP70,RP11-141B14.1
MED7,STK38,NR3C1,PRAF2,LINC01003,PDZD4,ARHGAP24,RP11-701P16.5,TAPBP,USP38
TMEM55A,HCCS,B4GALT4,BUB3,ZNF615,GDF11,FPR1,PPT2-EGFL8,CWC15,PLA2G12A
MNAT1,CNEP1R1,SLC50A1,GNPTAB,DPY19L4,RP11-493L12.4,MRVI1-AS1,PROK2,CCT7,TGFBRAP1
SMIM7,CWC27,KPNA1,NF1,GIT2,BIRC5,RP4-781K5.2,EOGT,LGALS2,MAL
PSMB6,APH1B,LAMP3,NFKBIL1,PTPRN2,TTC28,GPR84,RP3-325F22.5,LRBA,WARS2
ERV3-1,ECHDC1,AP001189.4,TOMM40,CCND2,DMTN,ZNF256,GZMA,TNFSF13B,RP5-1073O3.7
RP11-473I1.5,C5orf15,PLD4,SPARC,AQP3,ZNF256,CTD-2368P22.1,SENP2,LAMP2,B4GALT4
DNAJC7,R3HDM2,STX18,SERPINE2,LZTS2,ZNF587B,ATG7,IL1RAP,FUS,PLA2G7
C10orf32,PHKG2,ARF4,PARVB,RBPJ,SAMD14,PTGS1,S100P,MRPL21,C3orf18
TAF6L,MLTK,RARS,MRPL19,SEC31A,RP11-111M22.3,CTD-2537I9.12,RPL39L,UBXN4,RP1-111C20.4
CDK19,PELI1,PDHB,HNRNPH3,IDH3G,ITGB3,TGFB1I1,LRRIQ3,PLEKHB2,SH3BGRL2
DYNLL1,STOML2,OBSCN,VPS25,CCP110,PTGDR,C1QC,RP11-211G3.2,APOBEC3A,HIST1H2BJ
ARL4A,GTPBP2,LRRC8C,TAF6L,TMEM87B,MACROD2,FCAR,RP4-612B15.3,CYTH2,SERPINE2
RAB2A,SDCCAG8,RBM26-AS1,STUB1,CTBP2,ZNF175,LILRA4,SH3BGRL2,SMAP2,PIK3R1
ADIPOR2,TYW5,TIMM10B,GPS1,DSCR3,FCAR,CLDN5,PLCL1,TMCO1,TRIP12
RP11-468E2.4,BLM,EXOC4,RAB8B,C16orf52,RPS6KL1,DLEU7,RP11-367G6.3,HLA-DRB1,PLAGL1
STAU2,GOSR2,RAD23A,HDGF,SARDH,CDC42BPB,CD274,C6orf25,MAP3K8,SPATA6
PBRM1,OLA1,RAD51B,NKAP,LINC00342,RP11-164H13.1,CPNE2,MDS2,FGL2,TAL1
SHOC2,PQBP1,HIST1H2BJ,EPN1,MALT1,LILRA4,PPBP,NPHP3,RRAGC,RAMP1
MKLN1,HIST1H2BJ,SAMM50,TMEM205,CMTM5,RP11-950C14.3,TMEM40,DCAF8,GGNBP2,S100P
FANCI,COLGALT1,RP5-821D11.7,JKAMP,RNF139,ZNF528,CXCL2,ZMAT3,JUND,FOSL2
PGM2,TERF2IP,AC113189.5,EOGT,RP11-400F19.6,IDO1,RP11-428G5.5,HIST1H2AC,TNFRSF1A,KIF3C
HDDC3,MARCKSL1,PIGL,ACAP1,PMF1,RP11-488C13.5,DNAJC27,KIF3A,ABI3,CTD-2015H6.3
C1orf50,IFI44,ANAPC4,FAM96B,CYB5B,CEP128,CEACAM4,AC147651.3,SMCHD1,ZFYVE28
ADAM10,YWHAG,PHKG2,C1GALT1C1,UBLCP1,PRR5,FRMPD3,GTPBP2,C17orf62,HIST1H2AC
PRDX3,COQ7,PGM2,MRPS23,CHERP,TOR1A,RP11-219B17.1,HIST1H2BJ,PPIE,FCGR2A
DNAJC2,MAP3K7CL,C17orf59,ARMCX5,CTNNBIP1,PPP2R1B,AC092295.7,RP1-111C20.4,ATPAF1,RP3-325F22.5
RNF187,RALBP1,RPUSD3,PIGX,CNIH4,ABT1,TNFRSF13C,HIST1H1B,RNF113A,CYP27A1
VMAC,TMBIM6,STAU2,VIPR1,TMEM40,RP3-325F22.5,RPPH1,CR1,TOMM40,IER3
